MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,RL,134.0,17755,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,4,1959,1959,Gable,HdBoard,Plywood,132.0,TA,TA,CBlock,TA,TA,No,BLQ,176,Unf,0,1290,1466,TA,Y,SBrkr,1466,0,1466,0,0,1,1,3,1,Fa,6,Typ,2,Gd,Attchd,1959.0,Fin,2,528,TA,TA,Y,0,140,0,0,100,0,0,11,2006,WD,Normal,149900
20,RL,90.0,14115,IR1,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,1Story,6,7,1956,2004,Gable,Stone,Stone,0.0,TA,TA,PConc,TA,TA,No,ALQ,296,GLQ,547,230,1073,Ex,Y,SBrkr,1811,0,1811,0,0,1,0,2,1,Ex,6,Typ,1,Gd,Attchd,1956.0,Fin,2,470,TA,TA,Y,0,0,280,0,0,0,0,7,2006,WD,Abnorml,230000
30,RM,69.0,5890,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,1Story,6,8,1930,2007,Gable,Wd Sdng,Wd Sdng,0.0,Gd,Gd,BrkTil,TA,TA,Av,ALQ,538,Unf,0,278,816,Ex,Y,SBrkr,816,0,816,0,0,1,0,2,1,TA,5,Typ,0,None,Detchd,2002.0,Unf,1,432,TA,TA,Y,0,0,96,0,0,0,0,6,2008,WD,Normal,120500
60,RL,69.0,13700,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,2Story,7,6,1965,1988,Gable,VinylSd,VinylSd,288.0,TA,TA,CBlock,TA,TA,Gd,ALQ,454,Unf,0,410,864,TA,Y,SBrkr,902,918,1820,0,0,1,2,4,1,Gd,8,Typ,2,Gd,Attchd,1965.0,Unf,2,492,TA,TA,Y,60,84,0,0,273,0,0,5,2008,WD,Normal,201800
20,RL,90.0,10768,IR1,Lvl,Corner,Gtl,Veenker,Norm,1Fam,1Story,5,8,1976,2004,Gable,Plywood,Plywood,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1157,Unf,0,280,1437,TA,Y,SBrkr,1437,0,1437,1,0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,1976.0,RFn,2,528,TA,TA,Y,0,21,0,0,180,0,0,7,2007,WD,Normal,218000
80,RL,85.0,9350,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,5,8,1965,1999,Gable,BrkFace,BrkFace,0.0,TA,Gd,PConc,TA,TA,Gd,ALQ,633,Unf,0,586,1219,Gd,Y,SBrkr,1265,0,1265,0,1,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,1965.0,RFn,2,502,TA,TA,Y,0,92,0,96,0,0,0,10,2008,WD,Normal,179900
120,RL,34.0,5001,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Twnhs,1Story,7,5,2007,2008,Gable,VinylSd,VinylSd,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,904,Unf,0,410,1314,Ex,Y,SBrkr,1314,0,1314,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2008.0,RFn,2,626,TA,TA,Y,172,62,0,0,0,0,0,7,2009,WD,Normal,230000
20,RL,92.0,11932,Reg,Lvl,FR2,Gtl,Somerst,Feedr,1Fam,1Story,8,5,2007,2008,Gable,VinylSd,VinylSd,186.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1580,1580,Ex,Y,SBrkr,1580,0,1580,0,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2008.0,RFn,3,830,TA,TA,Y,0,24,0,0,0,0,0,6,2008,ConLD,Partial,235128
60,RL,76.0,9120,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,6,6,1974,1974,Hip,HdBoard,HdBoard,270.0,Gd,TA,CBlock,TA,TA,No,ALQ,442,Unf,0,459,901,TA,Y,SBrkr,943,933,1876,0,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1974.0,RFn,2,540,Gd,TA,Y,0,69,0,0,0,0,0,7,2008,WD,Normal,185000
160,RL,24.0,2280,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Twnhs,2Story,6,5,1978,1978,Gable,Plywood,Brk Cmn,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,311,Unf,0,544,855,Fa,Y,SBrkr,855,601,1456,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978.0,Unf,2,440,TA,TA,Y,26,0,0,0,0,0,0,7,2010,WD,Normal,146000
20,RL,69.0,14778,IR1,Low,CulDSac,Gtl,Crawfor,PosN,1Fam,1Story,6,7,1954,2006,Hip,HdBoard,HdBoard,72.0,Gd,TA,CBlock,TA,TA,No,BLQ,728,Unf,0,568,1296,Ex,Y,SBrkr,1640,0,1640,1,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1993.0,Unf,2,924,TA,TA,Y,108,0,0,216,0,0,0,11,2008,WD,Normal,224000
20,RL,109.0,8724,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,5,1968,1968,Gable,VinylSd,VinylSd,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,492,Unf,0,402,894,Gd,Y,SBrkr,894,0,894,0,0,1,0,3,1,TA,5,Typ,1,Po,Attchd,1968.0,Fin,2,450,TA,TA,Y,0,0,0,0,0,0,0,5,2007,WD,Normal,129000
90,RL,60.0,12900,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,Duplex,SFoyer,4,4,1969,1969,Gable,Plywood,Plywood,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1198,Unf,0,0,1198,TA,Y,SBrkr,1258,0,1258,2,0,0,2,0,2,TA,6,Typ,0,None,CarPort,1969.0,Unf,2,400,Fa,TA,Y,120,0,0,0,0,0,0,1,2008,WD,Alloca,108959
80,RL,69.0,16157,IR1,Lvl,FR2,Gtl,Veenker,Feedr,1Fam,SLvl,5,7,1978,1978,Gable,Plywood,Plywood,0.0,TA,TA,PConc,Gd,TA,Gd,ALQ,680,Rec,391,289,1360,Ex,Y,SBrkr,1432,0,1432,1,0,1,1,2,1,Gd,5,Typ,1,TA,Attchd,1978.0,Unf,2,588,TA,TA,Y,168,180,0,0,0,0,0,6,2007,WD,Normal,194000
20,RL,79.0,9541,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,7,5,2009,2009,Gable,VinylSd,VinylSd,268.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1502,1502,Ex,Y,SBrkr,1502,0,1502,0,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2009.0,RFn,2,644,TA,TA,Y,0,114,0,0,0,0,0,9,2009,New,Partial,233170
20,RL,64.0,10475,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,8,5,2008,2008,Gable,VinylSd,VinylSd,72.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1694,1694,Ex,Y,SBrkr,1694,0,1694,0,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2008.0,RFn,3,776,TA,TA,Y,160,33,0,0,0,0,0,2,2010,WD,Normal,245350
60,RL,58.0,10852,IR1,Lvl,Inside,Gtl,Gilbert,RRAn,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,GLQ,786,Unf,0,173,959,Ex,Y,SBrkr,959,712,1671,1,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,Fin,2,472,TA,TA,Y,0,38,0,0,0,0,0,2,2006,WD,Normal,173000
70,RL,120.0,13728,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,2Story,6,7,1935,1986,Hip,Stucco,Stucco,0.0,TA,TA,CBlock,TA,TA,No,Rec,626,Unf,0,501,1127,Ex,Y,SBrkr,1236,872,2108,0,0,2,0,4,1,Gd,7,Typ,2,TA,Basment,1935.0,Unf,2,540,TA,TA,Y,0,0,0,0,90,0,0,7,2008,WD,Normal,235000
80,RL,76.0,9880,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,SLvl,6,6,1977,1977,Gable,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,522,Unf,0,574,1096,TA,Y,SBrkr,1118,0,1118,1,0,1,0,3,1,TA,6,Typ,1,Po,Attchd,1977.0,Fin,1,358,TA,TA,Y,203,0,0,0,0,576,0,7,2008,WD,Normal,171000
20,RL,76.0,9120,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,1958,1958,Hip,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,662,Unf,0,599,1261,Ex,Y,SBrkr,1261,0,1261,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1958.0,RFn,2,433,TA,TA,Y,0,0,0,0,288,0,1400,11,2008,WD,Normal,163000
160,FV,35.0,4017,IR1,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,625,625,Ex,Y,SBrkr,625,625,1250,0,0,2,1,2,1,Gd,5,Typ,0,None,Detchd,2006.0,Fin,2,625,TA,TA,Y,0,54,0,0,0,0,0,3,2008,WD,Normal,171900
50,RL,138.0,18030,IR1,Bnk,Inside,Gtl,ClearCr,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Rec,152,BLQ,469,977,1598,TA,Y,SBrkr,1636,971,3086,0,0,3,0,3,1,Ex,12,Maj1,1,Gd,None,1980.0,None,0,0,None,None,Y,122,0,0,0,0,0,0,3,2007,WD,Normal,200500
70,RL,80.0,16560,IR1,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2Story,6,8,1932,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,503,Unf,0,449,952,TA,Y,SBrkr,1170,1175,2345,0,0,2,1,4,1,TA,9,Typ,1,Gd,Detchd,1932.0,Unf,2,360,TA,TA,Y,0,0,0,0,0,0,0,7,2006,WD,Normal,239000
50,RL,85.0,10678,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,HdBoard,HdBoard,337.0,Gd,TA,PConc,Gd,TA,No,GLQ,700,Unf,0,983,1683,Ex,Y,SBrkr,2129,743,2872,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1992.0,Fin,2,541,TA,TA,Y,0,33,0,0,0,0,0,4,2007,WD,Normal,285000
20,RL,37.0,6951,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,1Fam,1Story,5,5,1984,1985,Gable,HdBoard,Plywood,0.0,TA,TA,CBlock,TA,TA,No,ALQ,658,Unf,0,218,876,TA,Y,SBrkr,923,0,923,1,0,1,0,3,1,TA,5,Typ,0,None,Attchd,1984.0,Unf,1,264,TA,TA,Y,362,0,0,0,0,0,0,10,2008,WD,Normal,119500
50,RM,69.0,3950,Reg,Bnk,Inside,Gtl,OldTown,Artery,1Fam,1.5Fin,6,8,1926,2004,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Rec,468,Unf,0,350,818,TA,Y,SBrkr,818,406,1224,0,0,1,0,3,1,TA,5,Typ,0,None,Detchd,1926.0,Unf,1,210,TA,TA,N,0,0,116,0,0,0,0,12,2009,WD,Normal,115000
50,RL,54.0,7681,IR1,Lvl,FR2,Gtl,Crawfor,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,731,731,Ex,Y,SBrkr,820,523,1343,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1921.0,Unf,1,186,Fa,TA,Y,192,0,102,0,0,0,0,7,2009,WD,Normal,154900
20,RL,77.0,8335,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,5,5,1954,1954,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,Gd,Y,SBrkr,1124,0,1124,0,0,1,0,3,1,TA,5,Min2,1,Gd,None,1980.0,None,0,0,None,None,N,0,36,190,0,0,0,0,4,2006,WD,Normal,93000
60,RL,69.0,11170,IR2,Lvl,Corner,Gtl,Timber,Norm,1Fam,2Story,7,5,1990,1991,Gable,MetalSd,MetalSd,0.0,TA,TA,Wood,Gd,TA,No,LwQ,1216,Unf,0,0,1216,Ex,Y,SBrkr,1298,1216,2514,0,0,2,1,4,1,TA,8,Typ,0,None,Attchd,1990.0,Fin,2,693,TA,TA,Y,0,0,0,0,0,0,0,4,2006,WD,Normal,250000
120,RM,64.0,5587,IR1,HLS,Inside,Mod,Crawfor,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CemntBd,CmentBd,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1480,Unf,0,120,1600,Ex,Y,SBrkr,1652,0,1652,1,1,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2008.0,Fin,2,482,TA,TA,Y,162,53,0,153,0,0,0,11,2008,New,Partial,392500
30,RL,60.0,10800,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,6,1920,1950,Hip,Stucco,Stucco,0.0,TA,TA,BrkTil,TA,TA,No,Rec,821,Unf,0,299,1120,Ex,Y,SBrkr,1130,0,1130,1,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1970.0,Unf,2,720,TA,TA,Y,229,0,0,0,0,0,0,6,2006,WD,Normal,120000
50,RL,60.0,9738,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,AsbShng,AsbShng,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,392,Unf,0,392,784,Gd,Y,SBrkr,949,272,1221,1,0,1,0,4,1,TA,7,Typ,0,None,Attchd,1965.0,Unf,1,392,TA,TA,Y,0,0,236,0,0,0,0,3,2006,WD,Normal,104900
190,RL,107.0,10615,IR1,Bnk,Corner,Mod,OldTown,Artery,2fmCon,2Story,3,5,1900,1970,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,440,Unf,0,538,978,TA,Y,SBrkr,1014,685,1699,1,0,2,0,3,2,TA,7,Typ,0,None,CarPort,1920.0,Unf,2,420,Fa,Fa,Y,0,74,0,0,0,0,0,8,2009,WD,Abnorml,95000
20,RL,89.0,12461,Reg,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,1Story,8,5,1994,1995,Gable,ImStucc,ImStucc,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1456,Unf,0,168,1624,Ex,Y,SBrkr,1624,0,1624,1,0,2,0,2,1,Gd,5,Typ,1,Fa,Attchd,1994.0,RFn,3,757,TA,TA,Y,0,114,192,0,0,0,0,7,2006,WD,Normal,262000
60,RL,68.0,8935,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2002,2002,Gable,VinylSd,VinylSd,95.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,831,831,Ex,Y,SBrkr,831,829,1660,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,2002.0,RFn,2,493,TA,TA,Y,144,68,0,0,0,0,0,7,2009,WD,Normal,195000
60,RL,60.0,7500,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,994,994,Gd,Y,SBrkr,1028,776,1804,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1999.0,Fin,2,442,TA,TA,Y,140,60,0,0,0,0,0,6,2010,WD,Normal,189000
190,RL,69.0,32463,Reg,Low,Inside,Mod,Mitchel,Norm,2fmCon,1Story,4,4,1961,1975,Gable,MetalSd,MetalSd,149.0,TA,Gd,CBlock,TA,TA,Av,BLQ,1159,Unf,0,90,1249,Ex,Y,SBrkr,1622,0,1622,1,0,1,0,3,1,TA,7,Typ,1,TA,2Types,1975.0,Fin,4,1356,TA,TA,Y,439,0,0,0,0,0,0,3,2007,WD,Normal,168000
160,FV,24.0,2645,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,8,5,1999,2000,Gable,MetalSd,MetalSd,456.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,776,776,Ex,Y,SBrkr,764,677,1441,0,0,2,1,2,1,Gd,5,Typ,0,None,Detchd,1999.0,Unf,2,492,TA,TA,Y,206,0,0,0,0,0,0,11,2007,WD,Normal,174000
50,RM,60.0,9600,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,5,8,1925,1994,Gambrel,VinylSd,VinylSd,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0,Unf,0,702,702,Gd,Y,SBrkr,842,630,1472,0,0,1,0,3,1,Gd,6,Typ,0,None,Detchd,1925.0,Unf,1,250,TA,Fa,P,0,0,84,0,0,0,0,7,2007,WD,Normal,125000
120,RM,69.0,4500,Reg,Lvl,FR2,Gtl,Mitchel,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,VinylSd,VinylSd,425.0,TA,TA,PConc,Ex,TA,No,GLQ,883,Unf,0,341,1224,Ex,Y,SBrkr,1224,0,1224,1,0,2,0,2,1,TA,5,Typ,0,None,Attchd,1999.0,Fin,2,402,TA,TA,Y,0,304,0,0,0,0,0,6,2009,WD,Normal,165000
60,RL,80.0,9364,Reg,Lvl,Corner,Gtl,Sawyer,Norm,1Fam,2Story,6,7,1969,1969,Gable,HdBoard,HdBoard,143.0,TA,TA,CBlock,TA,TA,No,ALQ,371,Unf,0,292,663,TA,Y,SBrkr,663,689,1352,0,0,1,1,4,1,TA,7,Typ,0,None,Attchd,1969.0,Fin,1,299,TA,TA,Y,379,36,0,0,0,0,0,3,2010,WD,Normal,158000
60,RL,51.0,8029,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,728,Ex,Y,SBrkr,728,728,1456,0,0,2,1,3,1,Gd,8,Typ,0,None,Attchd,2005.0,Fin,2,400,TA,TA,Y,100,24,0,0,0,0,0,7,2008,WD,Normal,176000
60,RL,58.0,14054,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,879,879,Ex,Y,SBrkr,879,984,1863,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2006.0,Fin,3,660,TA,TA,Y,100,17,0,0,0,0,0,11,2006,New,Partial,219210
75,RM,65.0,8850,IR1,Bnk,Corner,Gtl,OldTown,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,815,815,Ex,Y,SBrkr,815,875,1690,0,0,1,0,3,1,TA,7,Typ,1,Gd,Detchd,1916.0,Unf,1,225,TA,TA,Y,0,0,330,0,0,0,0,7,2006,ConLw,Normal,144000
20,RL,70.0,9100,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2001,2001,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1212,1212,Ex,Y,SBrkr,1212,0,1212,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2001.0,RFn,2,573,TA,TA,Y,356,0,0,0,0,0,0,6,2009,WD,Normal,178000
20,RL,75.0,11235,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,4,5,1963,1979,Gable,HdBoard,HdBoard,51.0,TA,TA,CBlock,TA,TA,No,Rec,547,Unf,0,504,1051,Gd,Y,SBrkr,1382,0,1382,0,0,1,1,3,1,TA,6,Typ,1,Po,Attchd,1974.0,Unf,2,459,TA,TA,Y,0,82,0,0,0,0,0,10,2006,WD,Normal,148000
20,RL,71.0,9353,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,1970,1970,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,864,864,Gd,Y,SBrkr,864,0,864,0,0,1,0,3,1,TA,5,Typ,0,None,Attchd,1972.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,0,7,2006,Oth,Abnorml,116050
60,RL,80.0,10400,Reg,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,866,866,Ex,Y,SBrkr,866,913,1779,0,0,2,1,3,1,Gd,6,Typ,0,None,Attchd,1998.0,RFn,2,546,TA,TA,Y,198,36,0,0,0,0,0,3,2009,WD,Normal,197900
50,RM,50.0,6000,Reg,Lvl,Corner,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,884,884,Ex,Y,SBrkr,884,464,1348,1,0,1,0,3,1,TA,5,Typ,1,Fa,Detchd,1960.0,Unf,1,216,TA,TA,N,0,0,208,0,0,0,0,5,2009,WD,Normal,117000
20,RL,75.0,9750,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2000,2001,Gable,VinylSd,VinylSd,171.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1630,1630,Ex,Y,SBrkr,1630,0,1630,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2000.0,Unf,2,451,TA,TA,Y,74,234,0,0,0,0,0,10,2009,WD,Normal,213000
20,RL,78.0,10140,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,5,6,1975,1975,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,788,Unf,0,268,1056,Ex,Y,SBrkr,1074,0,1074,1,0,1,1,3,1,TA,6,Typ,0,None,Attchd,1975.0,RFn,2,495,TA,TA,Y,0,88,0,0,0,0,0,7,2006,WD,Normal,153500
20,RL,90.0,14684,IR1,Lvl,CulDSac,Gtl,SawyerW,Norm,1Fam,1Story,7,7,1990,1991,Hip,HdBoard,HdBoard,234.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,485,BLQ,177,1496,2158,Gd,Y,SBrkr,2196,0,2196,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1990.0,RFn,3,701,TA,TA,Y,84,70,0,0,0,0,0,6,2009,WD,Normal,271900
20,RH,69.0,8900,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,4,4,1966,1966,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,Rec,1056,Unf,0,0,1056,TA,Y,SBrkr,1056,0,1056,1,0,1,0,2,1,TA,5,Typ,0,None,Detchd,1966.0,Unf,1,384,TA,TA,Y,0,42,0,0,0,0,0,11,2006,WD,Normal,107000
20,RL,70.0,9135,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,6,5,2003,2003,Gable,VinylSd,VinylSd,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,340,Unf,0,1342,1682,Ex,Y,SBrkr,1700,0,1700,1,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2003.0,RFn,2,544,TA,TA,Y,192,23,0,0,0,0,0,5,2006,WD,Normal,200000
20,RL,70.0,7763,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1962,1980,Gable,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,TA,No,Rec,504,BLQ,108,319,931,TA,Y,SBrkr,1283,0,1283,1,0,1,0,3,1,TA,6,Typ,0,None,Detchd,1980.0,Unf,2,506,TA,TA,Y,0,0,0,0,0,0,0,10,2008,WD,Normal,140000
20,RL,85.0,10182,IR1,Lvl,CulDSac,Gtl,Somerst,RRNn,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,420.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1220,Unf,0,440,1660,Ex,Y,SBrkr,1660,0,1660,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,2,500,TA,TA,Y,322,50,0,0,0,0,0,5,2006,New,Partial,290000
60,RL,70.0,11218,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,5,1992,1992,Gable,Wd Sdng,Wd Sdng,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1055,1055,Ex,Y,SBrkr,1055,790,1845,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992.0,RFn,2,462,TA,TA,Y,635,104,0,0,0,0,400,5,2010,WD,Normal,189000
50,RL,152.0,12134,IR1,Bnk,Inside,Mod,Gilbert,Norm,1Fam,1.5Fin,8,7,1988,2005,Gable,Wd Sdng,Wd Sdng,0.0,Gd,TA,Wood,Gd,TA,Av,GLQ,427,Unf,0,132,559,Gd,Y,SBrkr,1080,672,1752,0,0,2,0,4,1,TA,8,Typ,0,None,Basment,1988.0,RFn,2,492,TA,TA,Y,325,12,0,0,0,0,0,6,2010,WD,Normal,164000
30,RL,50.0,9340,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,6,1941,1950,Hip,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Rec,344,Unf,0,328,672,TA,Y,SBrkr,672,0,672,1,0,1,0,2,1,TA,4,Typ,0,None,Attchd,1941.0,Unf,1,234,TA,TA,N,0,113,0,0,0,0,0,8,2009,WD,Normal,113000
80,RL,69.0,10246,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,1Fam,SLvl,4,9,1965,2001,Gable,VinylSd,VinylSd,0.0,TA,Gd,CBlock,TA,Gd,Av,GLQ,648,Unf,0,0,648,Ex,Y,SBrkr,960,0,960,1,1,0,0,0,1,TA,3,Typ,0,None,Attchd,1965.0,Unf,1,364,TA,TA,Y,88,0,0,0,0,0,0,5,2006,WD,Normal,145000
85,RL,69.0,10205,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,784,Unf,0,141,925,TA,Y,SBrkr,999,0,999,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1962.0,Unf,1,300,TA,TA,Y,150,72,0,0,0,0,0,5,2006,WD,Normal,134500
