MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MoSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBathrooms,TotalPorchSF,FinishedBsmtSF,FinishedBsmtRatio,Basement_to_TotalArea,Garage_to_LivingArea,YearsSinceRemodel,GarageAge,HasSecondFloor,HasBasement,HasGarage,HasFireplace,HasPool,HasPorch,IsRemodeled,Quality_x_Area,Quality_x_Condition,Baths_x_Bedrooms,GarageCars_x_Area,OverallQual_Squared
160,RM,32.0,3363,Reg,Lvl,Inside,Gtl,Edwards,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,117.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,976,976,Ex,Y,SBrkr,976,732,1708,0,2,0,3,1,Gd,7,Maj1,0,,Detchd,2004.0,Unf,2,380,TA,TA,Y,0,40,0,0,0,4,WD,Normal,130000,2684,2.0,40,0,0.0,0.36363636363636365,0.2224824355971897,2,2,1,1,1,0,0,1,0,11956,35,6.0,3416,49
20,RL,108.0,13173,IR1,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2006,2007,Hip,VinylSd,VinylSd,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,1572,Unf,80,1652,Ex,Y,SBrkr,1652,0,1652,1,2,0,2,1,Ex,6,Typ,2,Ex,Attchd,2006.0,Fin,2,840,TA,TA,Y,404,102,0,0,0,11,WD,Normal,325000,3304,3.0,102,1572,0.9515738498789347,0.5,0.5084745762711864,2,3,0,1,1,1,0,1,1,14868,45,6.0,3304,81
120,RL,48.0,6955,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,94.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1368,1368,Ex,Y,SBrkr,1368,0,1368,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2,474,TA,TA,Y,132,35,0,0,0,9,New,Partial,202500,2736,2.0,35,0,0.0,0.5,0.34649122807017546,0,1,0,1,1,1,0,1,1,9576,35,4.0,2736,49
20,RL,60.0,8072,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,5,1994,1995,Gable,VinylSd,VinylSd,0.0,TA,Gd,PConc,Gd,Gd,No,ALQ,746,Unf,244,990,Ex,Y,SBrkr,990,0,990,1,1,0,3,1,TA,5,Typ,0,,Detchd,2000.0,Unf,2,480,TA,TA,Y,0,64,0,0,0,5,WD,Normal,138000,1980,2.0,64,746,0.7535353535353535,0.5,0.48484848484848486,14,9,0,1,1,0,0,1,1,4950,25,6.0,1980,25
20,RM,100.0,12000,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,7,1948,2005,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,GLQ,144,ALQ,172,924,Ex,Y,SBrkr,1122,0,1122,1,1,0,2,1,Gd,6,Typ,0,,Attchd,1948.0,Unf,2,528,TA,TA,Y,0,36,0,0,0,5,WD,Normal,147000,2046,2.0,36,752,0.8138528138528138,0.45161290322580644,0.47058823529411764,3,60,0,1,1,0,0,1,1,5610,35,4.0,2244,25
20,RL,69.0,7153,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,6,5,1991,1991,Gable,HdBoard,HdBoard,88.0,TA,TA,CBlock,Gd,TA,No,GLQ,1200,Unf,78,1278,Gd,Y,SBrkr,1294,0,1294,1,2,0,3,1,Gd,6,Typ,0,,Attchd,1991.0,RFn,2,496,TA,TA,Y,112,51,0,0,0,6,WD,Normal,179200,2572,3.0,51,1200,0.9389671361502347,0.4968895800933126,0.38330757341576505,17,17,0,1,1,0,0,1,0,7764,30,9.0,2588,36
20,RL,100.0,17500,Reg,Lvl,Inside,Gtl,Crawfor,PosA,1Fam,1Story,7,8,1959,2002,Gable,BrkFace,HdBoard,0.0,Gd,Gd,PConc,Gd,TA,Av,GLQ,1406,Unf,496,1902,TA,Y,SBrkr,1902,0,1902,1,2,0,3,1,Ex,7,Typ,2,TA,Attchd,1959.0,Fin,2,567,TA,TA,Y,0,207,162,0,0,5,WD,Normal,335000,3804,3.0,369,1406,0.7392218717139852,0.5,0.2981072555205047,8,51,0,1,1,1,0,1,1,13314,56,9.0,3804,49
20,RL,68.0,8814,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2005,2007,Gable,VinylSd,VinylSd,80.0,Gd,TA,PConc,Gd,TA,No,GLQ,925,Unf,349,1274,Ex,Y,SBrkr,1274,0,1274,1,2,0,3,1,Gd,6,Typ,0,,Attchd,2005.0,RFn,2,508,TA,TA,Y,264,98,0,0,0,1,New,Partial,203000,2548,3.0,98,925,0.7260596546310832,0.5,0.3987441130298273,0,2,0,1,1,0,0,1,1,8918,35,9.0,2548,49
60,RL,69.0,9572,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1990,1990,Gable,Wd Sdng,Wd Sdng,336.0,Gd,TA,PConc,Ex,TA,No,GLQ,482,Unf,971,1453,Ex,Y,SBrkr,1453,1357,2810,0,2,1,4,1,Gd,9,Typ,1,Ex,Attchd,1990.0,RFn,2,750,Gd,Gd,Y,500,0,0,0,0,6,WD,Normal,302000,4263,2.5,0,482,0.33172746042670337,0.34083978418953786,0.2669039145907473,17,17,1,1,1,1,0,0,0,22480,40,10.0,5620,64
60,RL,108.0,14774,IR1,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,2Story,9,5,1999,1999,Gable,VinylSd,VinylSd,165.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1393,1393,Ex,Y,SBrkr,1422,1177,2599,0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,1999.0,Fin,3,779,TA,TA,Y,668,30,0,0,0,5,WD,Normal,333168,3992,2.5,30,0,0.0,0.34894789579158314,0.299730665640631,11,11,1,1,1,1,0,1,0,23391,45,10.0,7797,81
20,RL,60.0,8190,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,6,1954,1954,Hip,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Rec,732,Unf,216,948,Ex,Y,SBrkr,948,0,948,1,1,0,3,1,TA,5,Typ,1,TA,Detchd,1956.0,Unf,1,280,TA,TA,Y,0,36,0,0,0,10,WD,Normal,119000,1896,2.0,36,732,0.7721518987341772,0.5,0.29535864978902954,53,51,0,1,1,1,0,1,0,3792,24,6.0,948,16
60,RL,85.0,11075,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,2Story,6,5,1969,1969,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,Fa,TA,Mn,ALQ,500,LwQ,176,952,TA,Y,SBrkr,1092,1020,2112,0,2,1,4,1,TA,9,Typ,2,Gd,Attchd,1969.0,Unf,2,576,TA,TA,Y,280,0,0,0,0,6,WD,Normal,206900,3064,2.5,0,776,0.8151260504201681,0.31070496083550914,0.2727272727272727,39,39,1,1,1,1,0,0,0,12672,30,10.0,4224,36
20,RL,61.0,10226,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,8,5,2008,2008,Gable,VinylSd,VinylSd,270.0,Gd,TA,PConc,Ex,TA,Gd,Unf,0,Unf,1622,1622,Ex,Y,SBrkr,1630,0,1630,1,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2008.0,RFn,3,860,TA,TA,Y,172,42,0,0,0,1,WD,Normal,295493,3252,3.0,42,0,0.0,0.498769987699877,0.5276073619631901,1,1,0,1,1,1,0,1,0,13040,40,9.0,4890,64
120,FV,47.0,4230,Reg,Lvl,Corner,Gtl,Somerst,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Ex,Gd,No,Unf,0,Unf,1352,1352,Ex,Y,SBrkr,1352,0,1352,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2006.0,RFn,2,466,TA,TA,Y,0,241,0,0,0,4,New,Partial,208900,2704,2.0,241,0,0.0,0.5,0.34467455621301774,0,1,0,1,1,1,0,1,1,9464,35,4.0,2704,49
20,RL,69.0,14781,IR2,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,8,5,2001,2002,Hip,VinylSd,VinylSd,178.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,1753,1753,Ex,Y,SBrkr,1787,0,1787,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2001.0,RFn,3,748,TA,TA,Y,198,150,0,0,0,8,WD,Normal,275000,3540,2.0,150,0,0.0,0.49519774011299433,0.41857862339115837,4,5,0,1,1,1,0,1,1,14296,40,6.0,5361,64
20,RL,75.0,10215,Reg,Bnk,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,5,1954,1954,Hip,Wd Sdng,Wd Sdng,132.0,TA,TA,PConc,TA,TA,No,ALQ,492,Unf,372,864,Ex,Y,SBrkr,948,0,948,0,1,0,3,1,TA,5,Typ,0,,Attchd,1954.0,Unf,1,248,TA,TA,Y,0,0,0,0,0,2,WD,Normal,111000,1812,1.0,0,492,0.5694444444444444,0.4768211920529801,0.2616033755274262,53,53,0,1,1,0,0,0,0,3792,20,3.0,948,16
20,RL,70.0,8400,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,3,1957,1957,Hip,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,189,Rec,628,1478,Gd,Y,SBrkr,1478,0,1478,1,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,2,442,TA,TA,Y,114,0,0,0,216,6,WD,Normal,156500,2956,2.5,216,850,0.5751014884979703,0.5,0.29905277401894453,52,52,0,1,1,1,0,1,0,8868,18,7.5,2956,36
20,RL,69.0,6627,IR1,Lvl,Corner,Gtl,BrkSide,Feedr,1Fam,1Story,3,6,1949,1950,Hip,VinylSd,VinylSd,0.0,TA,TA,CBlock,,,,,0,,0,0,TA,N,SBrkr,720,0,720,0,1,0,2,1,TA,4,Typ,0,,Detchd,1955.0,Unf,1,287,TA,Fa,Y,0,0,0,0,0,7,WD,Normal,72500,720,1.0,0,0,0.0,0.0,0.39861111111111114,58,53,0,0,1,0,0,0,1,2160,18,2.0,720,9
60,RL,107.0,10186,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,7,5,1992,1992,Gable,HdBoard,HdBoard,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,674,Unf,76,750,Ex,Y,SBrkr,1061,862,1923,1,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992.0,RFn,2,564,TA,TA,Y,240,39,0,0,0,6,WD,Normal,190000,2673,3.5,39,674,0.8986666666666666,0.28058361391694725,0.29329173166926675,18,18,1,1,1,1,0,1,0,13461,35,10.5,3846,49
30,RL,50.0,5330,Reg,HLS,Inside,Gtl,BrkSide,Norm,1Fam,1Story,4,7,1940,1950,Hip,VinylSd,VinylSd,0.0,Fa,TA,CBlock,TA,TA,No,LwQ,280,Unf,140,420,Gd,Y,SBrkr,708,0,708,0,1,0,2,1,Fa,5,Typ,0,,,1980.0,,0,0,,,Y,164,0,0,0,0,12,WD,Normal,82500,1128,1.0,0,280,0.6666666666666666,0.3723404255319149,0.0,59,29,0,1,0,0,0,0,1,2832,28,2.0,0,16
20,RL,75.0,9986,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,2006,2007,Gable,VinylSd,VinylSd,428.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,1795,1795,Ex,Y,SBrkr,1795,0,1795,0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3,895,TA,TA,Y,0,49,0,0,0,2,New,Partial,147000,3590,2.0,49,0,0.0,0.5,0.4986072423398329,0,0,0,1,1,1,0,1,1,14360,40,4.0,5385,64
30,RM,40.0,3636,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1Story,4,4,1922,1950,Gable,AsbShng,AsbShng,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,796,796,Fa,N,SBrkr,796,0,796,0,1,0,2,1,TA,5,Typ,0,,,1980.0,,0,0,,,N,0,0,100,0,0,1,WD,Normal,55000,1592,1.0,100,0,0.0,0.5,0.0,58,28,0,1,0,0,0,1,1,3184,16,2.0,0,16
30,RH,70.0,4270,Reg,Bnk,Inside,Mod,Edwards,Norm,1Fam,1Story,3,6,1931,2006,Gable,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,TA,No,Rec,544,Unf,0,544,Ex,Y,SBrkr,774,0,774,0,1,0,3,1,Gd,6,Typ,0,,,1980.0,,0,0,,,Y,0,0,286,0,0,5,WD,Normal,79000,1318,1.0,286,544,1.0,0.41274658573596357,0.0,1,27,0,1,0,0,0,1,1,2322,18,3.0,0,9
20,RL,60.0,6600,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1Story,5,9,1982,2008,Gable,VinylSd,VinylSd,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,641,Unf,175,816,Ex,Y,SBrkr,816,0,816,0,1,0,3,1,Gd,5,Typ,1,Ex,Attchd,1982.0,Unf,1,264,TA,TA,Y,0,0,0,0,0,10,WD,Normal,130500,1632,1.5,0,641,0.7855392156862745,0.5,0.3235294117647059,0,26,0,1,1,1,0,0,1,4080,45,4.5,816,25
50,RM,60.0,10440,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,BrkFace,Wd Sdng,0.0,Gd,Gd,BrkTil,Gd,TA,No,LwQ,493,Unf,1017,1510,Ex,Y,SBrkr,1584,1208,2792,0,2,0,5,1,TA,8,Mod,2,TA,Detchd,1920.0,Unf,2,520,Fa,TA,Y,0,547,0,0,480,6,WD,Normal,256000,4302,2.0,1027,493,0.3264900662251656,0.3509995350999535,0.18624641833810887,58,88,1,1,1,1,0,1,1,16752,42,10.0,5584,36
60,RL,63.0,9084,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,1998,1998,Hip,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,935,935,Gd,Y,SBrkr,955,677,1632,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1998.0,Fin,2,462,TA,TA,Y,0,28,0,0,0,6,WD,Normal,176500,2567,2.5,28,0,0.0,0.36423841059602646,0.28308823529411764,8,8,1,1,1,1,0,1,0,11424,35,7.5,3264,49
20,RL,85.0,10000,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,410.0,Gd,TA,PConc,Gd,Gd,Av,Unf,0,Unf,1588,1588,Ex,Y,SBrkr,1588,0,1588,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,825,TA,TA,Y,144,45,0,0,0,12,WD,Normal,227000,3176,2.0,45,0,0.0,0.5,0.5195214105793451,1,1,0,1,1,1,0,1,0,12704,40,6.0,4764,64
80,RL,55.0,10780,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,SLvl,5,5,1976,1976,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,483,Unf,428,911,Gd,Y,SBrkr,954,0,954,0,1,0,3,1,TA,6,Typ,0,,Detchd,1976.0,Unf,2,576,TA,TA,Y,0,0,0,0,0,7,WD,Normal,132500,1865,1.0,0,483,0.5301866081229418,0.48847184986595177,0.6037735849056604,30,30,0,1,1,0,0,0,0,4770,25,3.0,1908,25
20,RL,67.0,8877,Reg,Lvl,Inside,Mod,Edwards,Norm,1Fam,1Story,4,6,1938,1958,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,690,Unf,126,816,Ex,Y,SBrkr,816,0,816,1,1,0,2,1,TA,3,Typ,1,Gd,Detchd,1958.0,Unf,1,288,Fa,Fa,Y,0,0,0,0,0,5,WD,Normal,100000,1632,2.0,0,690,0.8455882352941176,0.5,0.35294117647058826,51,51,0,1,1,1,0,0,1,3264,24,4.0,816,16
50,RM,60.0,7200,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,1.5Fin,5,6,1938,1995,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,803,803,Ex,Y,SBrkr,803,557,1360,0,1,1,2,1,Gd,6,Typ,0,,Detchd,1951.0,Unf,1,297,TA,TA,Y,0,65,190,0,0,7,WD,Normal,125500,2163,1.5,255,0,0.0,0.37124364308830327,0.21838235294117647,11,55,1,1,1,0,0,1,1,6800,30,3.0,1360,25
160,RM,24.0,2368,Reg,Lvl,Inside,Gtl,BrDale,Norm,TwnhsE,2Story,5,6,1970,1970,Gable,HdBoard,HdBoard,312.0,TA,TA,CBlock,TA,TA,No,LwQ,765,Unf,0,765,TA,Y,SBrkr,765,600,1365,0,1,1,3,1,TA,7,Min1,0,,Attchd,1970.0,Unf,2,440,TA,TA,Y,0,36,0,0,0,5,WD,Normal,125000,2130,1.5,36,765,1.0,0.3591549295774648,0.32234432234432236,39,39,1,1,1,0,0,1,0,6825,30,4.5,2730,25
20,RL,80.0,9650,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,5,1977,1977,Gable,Plywood,Plywood,360.0,TA,TA,CBlock,Gd,TA,No,ALQ,686,Unf,664,1350,TA,Y,SBrkr,1334,0,1334,0,2,0,2,1,TA,6,Typ,1,TA,Attchd,1977.0,RFn,2,630,TA,TA,Y,0,16,0,0,0,4,WD,Normal,167900,2684,2.5,16,686,0.5081481481481481,0.5029806259314457,0.47226386806596704,32,32,0,1,1,1,0,1,0,8004,30,5.0,2668,36
90,RL,87.0,9246,IR1,Lvl,Inside,Gtl,NWAmes,Feedr,Duplex,1Story,5,5,1973,1973,Gable,Plywood,Plywood,564.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1656,1656,TA,Y,SBrkr,1656,0,1656,0,2,0,4,2,TA,8,Typ,0,,Detchd,1973.0,Unf,2,506,TA,TA,Y,0,211,0,0,0,11,WD,Normal,135000,3312,2.0,211,0,0.0,0.5,0.3055555555555556,35,35,0,1,1,0,0,1,0,8280,25,8.0,3312,25
30,RM,153.0,4118,IR1,Bnk,Corner,Mod,OldTown,Feedr,1Fam,1Story,4,4,1941,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,693,693,Fa,N,FuseA,693,0,693,0,1,0,2,1,Fa,4,Typ,0,,,1980.0,,0,0,,,N,0,20,0,0,0,3,WD,Normal,52500,1386,1.0,20,0,0.0,0.5,0.0,56,26,0,1,0,0,0,1,1,2772,16,2.0,0,16
60,RL,95.0,13450,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2002,2002,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,700,Unf,216,916,Ex,Y,SBrkr,920,941,1861,1,2,1,3,1,Gd,8,Typ,0,,BuiltIn,2002.0,RFn,2,492,TA,TA,Y,146,91,0,0,0,6,WD,Normal,200000,2777,3.5,91,700,0.7641921397379913,0.3298523586604249,0.2643739924771628,4,4,1,1,1,0,0,1,0,13027,35,10.5,3722,49
20,RL,120.0,9560,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,5,7,1972,1972,Hip,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,360,Unf,504,864,Ex,Y,SBrkr,864,0,864,0,1,0,3,1,TA,5,Typ,0,,Attchd,1972.0,RFn,1,288,TA,TA,Y,0,0,0,0,0,6,WD,Normal,128500,1728,1.0,0,360,0.4166666666666667,0.5,0.3333333333333333,34,34,0,1,1,0,0,0,0,4320,35,3.0,864,25
20,RL,70.0,8294,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,1971,1971,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,858,858,TA,Y,SBrkr,872,0,872,0,1,0,3,1,TA,5,Typ,0,,Detchd,1974.0,Unf,4,480,TA,TA,Y,0,0,0,0,0,6,WD,Normal,123000,1730,1.0,0,0,0.0,0.4959537572254335,0.5504587155963303,36,33,0,1,1,0,0,0,0,3488,20,3.0,3488,16
20,RL,66.0,13695,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,1Fam,1Story,6,5,2003,2004,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,GLQ,814,Unf,300,1114,Ex,Y,SBrkr,1114,0,1114,1,1,0,3,1,Gd,6,Typ,0,,Detchd,2004.0,Unf,2,576,TA,TA,Y,0,78,0,0,0,7,WD,Normal,155000,2228,2.0,78,814,0.7307001795332136,0.5,0.5170556552962298,4,4,0,1,1,0,0,1,1,6684,30,6.0,2228,36
60,RL,69.0,9375,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,5,2002,2002,Gable,VinylSd,VinylSd,149.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1284,1284,Ex,Y,SBrkr,1284,885,2169,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2,647,TA,TA,Y,192,87,0,0,0,8,WD,Normal,228500,3453,2.5,87,0,0.0,0.37185056472632494,0.2982941447671738,5,5,1,1,1,1,0,1,0,17352,40,7.5,4338,64
50,RL,57.0,7558,Reg,Bnk,Inside,Gtl,Crawfor,Norm,1Fam,1.5Fin,6,6,1928,1950,Gable,BrkFace,Stone,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,896,896,Gd,Y,SBrkr,1172,741,1913,0,1,1,3,1,TA,9,Typ,1,TA,Detchd,1929.0,Unf,2,342,Fa,Fa,Y,0,0,0,0,0,3,WD,Normal,177000,2809,1.5,0,0,0.0,0.3189747241011036,0.17877679038159958,59,80,1,1,1,1,0,0,1,11478,36,4.5,3826,36
60,RL,85.0,11103,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,728,728,Ex,Y,SBrkr,728,728,1456,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,2006.0,Fin,2,440,TA,TA,Y,0,0,0,0,0,7,New,Partial,155835,2184,2.5,0,0,0.0,0.3333333333333333,0.3021978021978022,1,1,1,1,1,1,0,0,0,10192,35,7.5,2912,49
30,RM,50.0,6000,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,4,4,1920,1950,Hip,MetalSd,MetalSd,0.0,TA,TA,PConc,TA,TA,No,ALQ,250,Unf,710,960,Gd,Y,FuseA,960,0,960,0,1,0,2,1,Fa,5,Typ,0,,Detchd,1997.0,Unf,1,308,TA,TA,Y,0,0,168,0,0,7,WD,Normal,108500,1920,1.0,168,250,0.2604166666666667,0.5,0.32083333333333336,57,10,0,1,1,0,0,1,1,3840,16,2.0,960,16
20,RL,69.0,20781,IR2,Lvl,CulDSac,Gtl,NWAmes,PosN,1Fam,1Story,7,7,1968,2003,Hip,BrkFace,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,BLQ,297,Rec,1203,1568,TA,Y,SBrkr,2156,0,2156,0,2,0,3,1,TA,9,Typ,1,Gd,Attchd,1968.0,RFn,2,508,Gd,TA,Y,0,80,0,290,0,6,WD,Normal,262500,3724,2.0,370,365,0.23278061224489796,0.42105263157894735,0.23562152133580705,3,38,0,1,1,1,0,1,1,15092,49,6.0,4312,49
20,RL,93.0,15306,IR1,HLS,Corner,Gtl,Timber,Norm,1Fam,1Story,8,5,2006,2007,Gable,VinylSd,VinylSd,100.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,80,Unf,1652,1732,Ex,Y,SBrkr,1776,0,1776,1,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,Fin,3,712,TA,TA,Y,0,0,0,0,0,5,New,Partial,283463,3508,3.0,0,80,0.046189376443418015,0.49372862029646525,0.4009009009009009,0,1,0,1,1,1,0,0,1,14208,40,9.0,5328,64
20,RL,69.0,16196,IR3,Low,Inside,Gtl,SawyerW,Norm,1Fam,1Story,7,5,1998,1998,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1443,Unf,39,1482,Ex,Y,SBrkr,1494,0,1494,1,2,0,3,1,Gd,5,Typ,1,Fa,Attchd,1998.0,RFn,2,514,TA,TA,Y,402,25,0,0,0,8,WD,Normal,215000,2976,3.0,25,1443,0.9736842105263158,0.49798387096774194,0.34404283801874164,9,9,0,1,1,1,0,1,0,10458,35,9.0,2988,49
70,RM,50.0,5250,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,8,5,1872,1987,Gable,MetalSd,MetalSd,0.0,TA,Gd,BrkTil,TA,Fa,No,LwQ,259,Unf,425,684,Fa,N,SBrkr,938,1215,2358,0,2,0,4,1,TA,8,Typ,0,,,1980.0,,0,0,,,Y,0,54,20,0,0,12,WD,Normal,122000,2837,2.0,74,259,0.3786549707602339,0.24109975326048644,0.0,21,28,1,1,0,0,0,1,1,18864,40,8.0,0,64
90,RL,91.0,11643,Reg,Lvl,Inside,Gtl,NAmes,Artery,Duplex,2Story,5,5,1969,1969,Gable,MetalSd,MetalSd,368.0,TA,TA,CBlock,TA,TA,No,LwQ,500,Unf,748,1248,TA,Y,SBrkr,1338,1296,2634,1,2,2,6,2,TA,12,Typ,0,,Detchd,1969.0,Unf,4,968,TA,TA,Y,0,0,0,0,0,8,WD,Normal,200000,3882,4.5,0,500,0.40064102564102566,0.321483771251932,0.3675018982536067,40,40,1,1,1,0,0,0,0,13170,25,27.0,10536,25
60,RL,70.0,9247,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,2Story,6,6,1962,1962,Gable,HdBoard,HdBoard,318.0,TA,TA,CBlock,TA,TA,No,Rec,319,Unf,539,858,Ex,Y,SBrkr,858,858,1716,0,1,1,4,1,TA,8,Typ,1,Gd,Attchd,1962.0,Fin,2,490,TA,TA,Y,0,84,0,0,120,3,WD,Normal,171000,2574,1.5,204,319,0.3717948717948718,0.3333333333333333,0.28554778554778554,46,46,1,1,1,1,0,1,0,10296,36,6.0,3432,36
50,RM,50.0,6000,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,6,9,1937,2000,Gable,MetalSd,MetalSd,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,698,698,TA,Y,SBrkr,786,390,1176,0,1,0,2,1,TA,4,Typ,0,,Detchd,1999.0,Unf,2,624,TA,TA,N,210,0,0,0,0,7,WD,Normal,134900,1874,1.0,0,0,0.0,0.37246531483457845,0.5306122448979592,9,10,1,1,1,0,0,0,1,7056,54,2.0,2352,36
